iter	MAE	RMSE
4967	9923.821543	13497.17919
4968	9923.131522	13496.26417
4969	9921.404309	13493.91161
4970	9920.596969	13492.51573
4971	9920.398536	13492.29163
4972	9920.122749	13491.98179
4973	9919.111539	13489.97546
4974	9918.85416	13489.67407
4975	9918.302574	13488.23037
4976	9917.695404	13486.82606
4977	9917.347517	13486.28563
4978	9915.793137	13484.0287
4979	9915.395173	13483.34454
4980	9912.753511	13479.99775
4981	9912.10965	13478.64341
4982	9909.738964	13475.85497
4983	9909.007955	13474.66782
4984	9908.777306	13474.35703
4985	9907.927171	13472.80688
4986	9906.682732	13471.07044
4987	9905.811378	13469.24387
4988	9903.723305	13466.53343
4989	9902.634548	13465.20592
4990	9901.220794	13463.45796
4991	9899.360693	13461.07525
4992	9898.185426	13459.57099
4993	9896.812131	13457.31392
4994	9896.258786	13455.81285
4995	9895.90612	13455.23234
4996	9894.446174	13453.12331
4997	9892.875042	13450.9861
4998	9891.04286	13448.55636
4999	9890.758197	13448.18938
5000	9890.420994	13447.83165
5001	9889.607203	13446.57122
5002	9887.49214	13443.58694
5003	9885.766131	13441.2155
5004	9885.117259	13440.01474
5005	9883.709051	13438.10766
5006	9881.531678	13435.50652
5007	9880.311966	13433.71147
5008	9879.400701	13431.89069
5009	9878.251276	13429.94355
5010	9876.999468	13427.69374
5011	9876.376373	13426.24543
5012	9875.052646	13424.32673
5013	9873.65915	13421.94581
5014	9872.116107	13419.88905
5015	9870.539255	13417.47283
5016	9869.973096	13416.5561
5017	9869.371519	13415.11495
5018	9868.038577	13413.53628
5019	9867.129452	13411.72601
5020	9865.633132	13409.19637
5021	9864.342921	13407.20325
5022	9863.047497	13405.36314
5023	9861.688464	13403.50761
5024	9860.966761	13402.29426
5025	9859.701636	13400.30904
5026	9858.409897	13398.4765
5027	9857.617292	13397.41145
5028	9855.854631	13394.96644
5029	9853.630198	13392.11181
5030	9852.30945	13389.75404
5031	9850.036421	13387.07264
5032	9847.855495	13383.99446
5033	9847.625704	13383.56507
5034	9846.570224	13381.5551
5035	9845.306451	13379.75538
5036	9843.616845	13377.43212
5037	9842.248827	13375.36293
5038	9841.141124	13373.69351
5039	9840.387829	13372.22279
5040	9838.572301	13370.11818
5041	9837.135211	13368.20212
5042	9835.593996	13366.28107
5043	9834.561021	13364.86552
5044	9833.601337	13363.55761
5045	9831.592517	13360.66399
5046	9830.695438	13358.87346
5047	9829.783758	13357.17079
5048	9829.046927	13355.60736
5049	9828.625177	13354.60218
5050	9827.148065	13352.1888
5051	9825.639132	13349.99806
5052	9825.414339	13349.74456
5053	9824.946433	13349.12748
5054	9824.335976	13347.83282
5055	9822.305935	13345.25244
5056	9822.05237	13344.96575
5057	9820.761264	13343.04934
5058	9819.60837	13341.55555
5059	9819.374068	13341.14204
5060	9818.865569	13340.41266
5061	9818.444779	13339.54228
5062	9817.416671	13337.64622
5063	9816.560942	13336.0816
5064	9815.197639	13334.39006
5065	9815.006437	13334.1606
5066	9812.820365	13332.03855
5067	9810.294111	13329.13616
5068	9809.11552	13327.75904
5069	9808.142747	13326.23502
5070	9805.772159	13323.42037
5071	9804.918915	13321.86226
5072	9804.581626	13321.50949
5073	9802.164986	13318.59323
5074	9801.410062	13317.13243
5075	9800.978172	13316.51077
5076	9799.558636	13314.1456
5077	9798.141562	13312.10479
5078	9797.571941	13310.75622
5079	9795.642464	13308.44591
5080	9794.766325	13306.62625
5081	9793.939947	13304.6751
5082	9792.887643	13303.07622
5083	9792.118327	13301.65885
5084	9790.581832	13299.28444
5085	9789.842505	13297.66123
5086	9788.710976	13296.19253
5087	9787.463128	13294.68362
5088	9787.042736	13293.55499
5089	9785.631992	13291.52774
5090	9784.811649	13289.95335
5091	9784.140964	13288.74085
5092	9782.724648	13286.72272
5093	9782.156288	13285.44028
5094	9781.594331	13284.18072
5095	9780.997456	13282.98282
5096	9779.366111	13281.03873
5097	9779.16197	13280.78556
5098	9777.880256	13278.67119
5099	9777.421848	13277.54419
5100	9776.157677	13275.29085
5101	9774.843345	13273.26368
5102	9773.207271	13271.09727
5103	9772.093099	13268.99866
5104	9770.729209	13266.91273
5105	9769.538319	13265.19291
5106	9769.111579	13264.33216
5107	9767.504861	13261.93819
5108	9766.522666	13260.4302
5109	9765.876007	13259.5572
5110	9765.225181	13258.35584
5111	9764.365268	13256.77044
5112	9762.659236	13254.50211
5113	9760.953272	13251.80839
5114	9759.830371	13250.48954
5115	9758.522813	13248.24382
5116	9757.99939	13247.51409
5117	9757.633567	13247.10624
5118	9756.168	13244.63121
5119	9755.067381	13242.71547
5120	9754.387985	13241.6388
5121	9753.779927	13240.50101
5122	9752.286975	13238.15287
5123	9751.077963	13236.12639
5124	9750.393694	13235.05055
5125	9750.180649	13234.80242
5126	9748.931471	13232.5777
5127	9747.579401	13230.59742
5128	9746.937887	13229.314
5129	9746.156904	13227.83734
5130	9744.86651	13225.54423
5131	9744.453568	13225.02471
5132	9743.287038	13223.50482
5133	9741.21454	13221.07634
5134	9739.561646	13219.34962
5135	9737.867258	13217.03242
5136	9737.297255	13216.26625
5137	9735.84227	13214.36796
5138	9735.077855	13212.96042
5139	9733.467009	13210.61598
5140	9732.543235	13209.25653
5141	9732.045877	13208.37511
5142	9731.789131	13208.08334
5143	9731.331618	13207.54561
5144	9728.733195	13204.27166
5145	9728.088916	13203.08169
5146	9727.471542	13201.81868
5147	9727.269717	13201.57084
5148	9726.710886	13200.59964
5149	9724.960287	13198.22868
5150	9723.858715	13196.65488
5151	9723.20093	13195.41619
5152	9722.941	13194.7817
5153	9722.736292	13194.55771
5154	9721.518835	13192.85161
5155	9721.284268	13192.56213
5156	9720.813269	13191.83027
5157	9719.62846	13190.13346
5158	9719.37302	13189.8442
5159	9717.500976	13187.85812
5160	9716.079568	13186.04211
5161	9714.466414	13183.63281
5162	9713.033686	13182.05973
5163	9711.671504	13179.97564
5164	9709.709761	13177.28044
5165	9708.104058	13174.88263
5166	9707.914909	13174.65554
5167	9705.783828	13172.15657
5168	9705.483214	13171.43277
5169	9702.875158	13168.13052
5170	9702.070298	13166.47386
5171	9701.287466	13165.03814
5172	9699.974942	13162.57802
5173	9698.41084	13160.5169
5174	9698.14273	13160.19546
5175	9697.193604	13158.81783
5176	9696.37276	13157.74996
5177	9694.885637	13155.48867
5178	9693.776257	13153.81961
5179	9692.642465	13152.32193
5180	9691.873119	13150.82817
5181	9690.46583	13148.56609
5182	9689.209746	13146.76518
5183	9688.96468	13146.49279
5184	9687.495106	13144.44332
5185	9686.190439	13142.43291
5186	9684.259223	13139.92387
5187	9684.041735	13139.63344
5188	9683.468618	13138.41024
5189	9682.468346	13136.73262
5190	9681.23753	13135.22539
5191	9679.606442	13132.99708
5192	9679.207304	13132.48246
5193	9677.723836	13130.21519
5194	9676.984556	13129.06541
5195	9675.552258	13127.00221
5196	9675.102693	13125.93486
5197	9673.487808	13123.18612
5198	9672.386154	13121.53334
5199	9671.879483	13120.73525
5200	9670.622261	13118.62636
5201	9670.06512	13117.42809
5202	9669.639053	13116.98169
5203	9668.899658	13115.57761
5204	9667.566163	13113.32746
5205	9666.322009	13111.49174
5206	9665.393672	13109.6233
5207	9665.199144	13109.40071
5208	9664.640664	13108.20888
5209	9664.191585	13107.01138
5210	9662.079227	13104.18941
5211	9661.237767	13102.48446
5212	9659.094418	13099.855
5213	9657.808035	13097.80562
5214	9656.559675	13095.82455
5215	9654.795174	13093.3066
5216	9653.361802	13091.00454
5217	9653.086537	13090.67466
5218	9651.638942	13088.81778
5219	9651.387661	13088.54343
5220	9649.457762	13086.04581
5221	9648.225674	13083.95928
5222	9647.801135	13083.42149
5223	9646.705979	13081.7823
5224	9645.971809	13080.42306
5225	9645.72084	13080.14069
5226	9645.189241	13079.2491
5227	9644.091004	13077.78537
5228	9643.358608	13076.2552
5229	9642.122983	13074.68298
5230	9641.19613	13073.72976
5231	9640.050812	13071.7197
5232	9639.244921	13070.48087
5233	9637.980672	13068.25163
5234	9637.617183	13067.44854
5235	9636.488604	13065.57739
5236	9634.656989	13063.00435
5237	9633.43935	13061.29345
5238	9632.822631	13060.44567
5239	9630.933157	13057.97341
5240	9629.468335	13055.79766
5241	9628.953009	13055.0125
5242	9627.708944	13052.8277
5243	9627.551967	13052.6142
5244	9625.767617	13050.08205
5245	9624.187544	13047.96746
5246	9623.888639	13047.63176
5247	9622.538256	13045.89716
5248	9621.006807	13043.6295
5249	9619.234343	13041.22169
5250	9617.413987	13038.60383
5251	9616.200358	13036.90007
5252	9615.644671	13035.87713
5253	9614.645852	13034.34899
5254	9612.85971	13032.16181
5255	9611.635671	13030.46155
5256	9611.093112	13029.74427
5257	9609.631976	13027.52338
5258	9609.273215	13026.95366
5259	9607.745631	13024.90915
5260	9606.426572	13022.82158
5261	9605.695524	13021.81834
5262	9605.106655	13020.80277
5263	9604.290878	13019.60466
5264	9603.77637	13018.22053
5265	9602.691139	13016.53515
5266	9601.626876	13014.86984
5267	9600.008715	13012.52687
5268	9598.764689	13010.8807
5269	9597.595993	13009.09577
5270	9595.846014	13006.77498
5271	9594.771225	13005.38814
5272	9594.106906	13004.22143
5273	9592.925122	13002.2286
5274	9591.750057	13000.38606
5275	9590.652333	12998.55131
5276	9589.749975	12996.79126
5277	9587.808699	12994.37591
5278	9587.029762	12992.90445
5279	9585.50093	12990.62887
5280	9584.152172	12988.64015
5281	9582.575882	12986.48
5282	9581.229348	12984.34991
5283	9580.153	12982.72328
5284	9579.147459	12981.25309
5285	9577.070649	12978.94889
5286	9575.620293	12976.75076
5287	9573.54818	12974.1682
5288	9572.148241	12972.13077
5289	9571.109808	12969.98037
5290	9569.820364	12967.37765
5291	9569.594232	12966.97809
5292	9568.16675	12964.8908
5293	9567.092731	12963.34108
5294	9566.012535	12961.63815
5295	9565.367126	12960.21923
5296	9563.453197	12957.76714
5297	9562.298409	12956.32618
5298	9560.367867	12953.93285
5299	9558.868072	12951.67101
5300	9557.70603	12949.67206
5301	9555.856553	12947.67237
5302	9555.600667	12947.38754
5303	9554.357536	12945.42493
5304	9554.097257	12945.07904
5305	9552.775679	12943.1163
5306	9551.11968	12940.7723
5307	9549.573742	12938.74973
5308	9548.676796	12936.92358
5309	9548.206642	12936.03398
5310	9546.499469	12933.51362
5311	9545.26915	12931.74894
5312	9544.266762	12930.29005
5313	9542.752502	12927.11775
5314	9541.574398	12925.46281
5315	9540.286403	12923.97082
5316	9538.234359	12921.52952
5317	9537.80324	12920.22342
5318	9537.200124	12919.12871
5319	9535.717489	12917.02419
5320	9534.26852	12914.9744
5321	9533.998726	12914.66355
5322	9533.511545	12913.82655
5323	9532.725491	12912.81278
5324	9531.895766	12911.95932
5325	9530.720417	12910.31463
5326	9529.671747	12908.96715
5327	9529.476224	12908.68257
5328	9529.084705	12908.12887
5329	9528.07388	12906.76268
5330	9527.037418	12905.32031
5331	9525.429651	12902.97971
5332	9524.023146	12900.8292
5333	9523.219862	12899.44973
5334	9522.643224	12898.68011
5335	9522.083549	12897.65783
5336	9520.334229	12895.50138
5337	9519.524813	12893.85033
5338	9517.905586	12892.09857
5339	9517.509665	12891.34651
5340	9516.680642	12889.64174
5341	9516.253243	12888.77832
5342	9514.951336	12887.03211
5343	9513.0562	12884.36652
5344	9511.699593	12882.30567
5345	9511.419694	12881.60885
5346	9510.326961	12880.08416
5347	9508.694679	12877.93097
5348	9508.072685	12876.51961
5349	9506.280578	12874.39897
5350	9505.293991	12872.59176
5351	9504.564785	12871.344
5352	9502.869359	12869.10798
5353	9501.182819	12866.71449
5354	9499.664981	12864.65412
5355	9498.864358	12863.427
5356	9497.981611	12862.13157
5357	9497.809617	12861.92414
5358	9496.788779	12860.60187
5359	9495.783558	12858.75672
5360	9494.50045	12856.82732
5361	9493.588825	12854.97881
5362	9492.36356	12853.53258
5363	9491.641634	12852.23175
5364	9490.950296	12850.78905
5365	9489.138406	12848.39296
5366	9488.78183	12847.86868
5367	9487.821138	12846.6092
5368	9486.713842	12845.02908
5369	9486.302758	12844.57622
5370	9484.307566	12841.69878
5371	9483.186285	12840.05662
5372	9481.78003	12838.09375
5373	9481.344603	12837.50043
5374	9480.424379	12836.09756
5375	9479.618538	12834.61528
5376	9478.317311	12833.35539
5377	9477.9366	12832.73267
5378	9477.261586	12831.50277
5379	9477.032321	12831.23387
5380	9475.86442	12829.36478
5381	9474.550021	12827.31544
5382	9472.869139	12824.88825
5383	9472.392703	12824.22013
5384	9472.22332	12823.99927
5385	9470.848093	12822.59097
5386	9470.187687	12821.23414
5387	9468.44522	12819.25199
5388	9467.159846	12817.61126
5389	9465.422299	12815.38515
5390	9464.116218	12813.39425
5391	9462.913851	12811.49533
5392	9462.349797	12810.54643
5393	9461.296836	12809.05909
5394	9460.944658	12808.71358
5395	9459.484769	12806.36608
5396	9459.277121	12806.10542
5397	9458.276562	12804.00287
5398	9457.931737	12803.00311
5399	9457.716232	12802.58411
5400	9456.450415	12800.60331
5401	9455.583604	12799.11335
5402	9454.22782	12796.79088
5403	9452.701521	12794.76606
5404	9450.833252	12792.79806
5405	9449.907172	12790.76461
5406	9449.260208	12789.41284
5407	9447.585105	12786.26638
5408	9446.84728	12784.87372
5409	9445.576986	12783.10666
5410	9443.518177	12780.10231
5411	9443.044707	12779.0868
5412	9442.453444	12778.09224
5413	9440.896482	12775.58908
5414	9440.000031	12773.80647
5415	9438.846237	12772.20132
5416	9437.39865	12769.87512
5417	9436.107297	12767.92406
5418	9435.307265	12766.57016
5419	9434.092509	12764.87568
5420	9433.154305	12763.07
5421	9432.39011	12761.65359
5422	9431.309969	12759.73503
5423	9430.332123	12758.48563
5424	9429.742825	12757.44647
5425	9428.647358	12755.56873
5426	9427.664724	12754.33607
5427	9426.549457	12752.46797
5428	9425.304158	12750.52229
5429	9424.20229	12748.72356
5430	9422.882729	12746.72657
5431	9422.024416	12745.45285
5432	9420.425032	12743.17852
5433	9419.325331	12741.26144
5434	9418.824111	12740.11387
5435	9417.695369	12738.19572
5436	9416.773214	12737.13461
5437	9416.152354	12735.75128
5438	9415.654598	12734.98363
5439	9414.611837	12733.39965
5440	9412.954482	12730.96018
5441	9411.406257	12728.82226
5442	9409.322956	12726.25196
5443	9409.090709	12725.98232
5444	9408.350903	12724.86746
5445	9407.566985	12723.27257
5446	9407.388053	12723.05316
5447	9406.321454	12721.21026
5448	9405.236485	12719.71535
5449	9404.058222	12718.01964
5450	9403.741028	12717.53106
5451	9403.519887	12717.25778
5452	9402.269182	12715.21573
5453	9401.227599	12713.10975
5454	9401.002077	12712.84514
5455	9400.776906	12712.58131
5456	9400.384838	12711.80956
5457	9400.03029	12711.38736
5458	9398.650526	12709.40292
5459	9397.990844	12708.09032
5460	9396.887803	12706.39776
5461	9396.53283	12705.99187
5462	9395.893933	12705.09814
5463	9395.382789	12703.96669
5464	9394.280244	12702.31335
5465	9393.5659	12701.50485
5466	9392.073795	12699.55779
5467	9391.711419	12699.15877
5468	9390.047772	12696.85654
5469	9389.063949	12695.25565
5470	9388.520227	12694.00427
5471	9387.615073	12692.8127
5472	9385.921549	12690.46221
5473	9385.69455	12690.1983
5474	9384.985179	12688.74645
5475	9384.507793	12687.88402
5476	9382.660667	12685.30765
5477	9382.056464	12684.20088
5478	9381.396915	12682.81766
5479	9379.37975	12680.33918
5480	9378.684134	12678.50409
5481	9378.46798	12678.04793
5482	9377.087341	12675.92296
5483	9376.265597	12674.38967
5484	9375.853229	12673.55684
5485	9375.250367	12672.45612
5486	9375.00093	12671.78081
5487	9374.796227	12671.37481
5488	9374.625694	12671.15736
5489	9373.82514	12669.52704
5490	9372.368672	12667.53988
5491	9372.117765	12667.26216
5492	9371.146167	12665.8682
5493	9370.201099	12664.19543
5494	9369.023822	12662.59266
5495	9367.504916	12660.62765
5496	9367.025392	12659.64949
5497	9365.811112	12657.7022
5498	9364.994131	12656.92845
5499	9363.688956	12655.27837
5500	9362.3141	12652.68726
5501	9361.54575	12651.38256
5502	9360.343119	12649.80771
5503	9359.201342	12648.16782
5504	9357.857072	12645.9385
5505	9356.593989	12644.02704
5506	9355.746577	12642.68395
5507	9355.327473	12642.11795
5508	9353.91072	12639.80517
5509	9353.430623	12639.21395
5510	9352.826788	12638.44151
5511	9352.591496	12638.18222
5512	9352.400668	12637.94479
5513	9350.723558	12635.45572
5514	9349.471314	12633.19686
5515	9348.592705	12631.84128
5516	9347.55354	12630.1042
5517	9345.953037	12627.8344
5518	9345.752288	12627.61035
5519	9344.329682	12625.61759
5520	9343.719975	12624.81699
5521	9343.33718	12624.25141
5522	9341.892935	12622.03594
5523	9340.672661	12620.4815
5524	9340.130381	12619.22557
5525	9338.416937	12617.0853
5526	9337.532037	12615.4781
5527	9337.199346	12615.00336
5528	9335.424573	12612.59946
5529	9334.398109	12610.81684
5530	9332.81409	12608.39751
5531	9331.553149	12606.28422
5532	9330.890085	12605.2108
5533	9330.289529	12604.38173
5534	9330.108899	12604.09853
5535	9329.623252	12602.81386
5536	9328.432417	12601.25548
5537	9328.214783	12601.01299
5538	9326.977345	12599.26905
5539	9326.294678	12598.26483
5540	9325.613636	12596.89215
5541	9325.360169	12596.6312
5542	9323.539543	12594.4048
5543	9322.415484	12592.6952
5544	9321.586376	12591.09805
5545	9320.396143	12589.14504
5546	9319.27836	12587.47342
5547	9318.821873	12586.90514
5548	9317.066042	12584.68572
5549	9315.470912	12582.68034
5550	9314.051	12580.85355
5551	9313.091535	12579.6598
5552	9311.225412	12577.0243
5553	9310.624723	12576.05006
5554	9310.397871	12575.72185
5555	9309.041238	12573.75143
5556	9307.052318	12571.0601
5557	9306.523412	12569.94307
5558	9306.327998	12569.73291
5559	9305.550347	12568.38791
5560	9304.6535	12567.33476
5561	9302.328749	12564.27045
5562	9300.4979	12561.44517
5563	9300.294161	12561.19168
5564	9298.32837	12558.51464
5565	9296.548569	12556.64382
5566	9294.154153	12553.24698
5567	9292.872293	12550.95712
5568	9291.389678	12548.64549
5569	9290.67137	12547.2754
5570	9289.219386	12545.17272
5571	9288.051568	12543.5937
5572	9286.319133	12541.42884
5573	9284.514754	12539.23109
5574	9283.013315	12537.12724
5575	9282.052283	12535.8599
5576	9281.412613	12534.97532
5577	9281.036765	12534.27552
5578	9279.608454	12532.23518
5579	9279.470058	12531.9947
5580	9278.867369	12531.01432
5581	9278.354813	12530.09272
5582	9276.515549	12527.69199
5583	9275.616003	12526.45073
5584	9275.345125	12526.14114
5585	9272.977197	12523.4437
5586	9272.731539	12523.06525
5587	9271.65882	12521.59796
5588	9271.436332	12521.30137
5589	9270.356367	12519.64687
5590	9270.014328	12519.25266
5591	9268.696851	12516.96819
5592	9268.10148	12515.71559
5593	9266.492964	12513.76519
5594	9265.651492	12512.37943
5595	9265.060254	12511.30466
5596	9263.682611	12508.88944
5597	9262.898416	12507.29546
5598	9261.465789	12505.24524
5599	9260.179965	12503.35168
5600	9259.46047	12502.14287
5601	9258.829733	12500.95111
5602	9258.1013	12499.4373
5603	9256.708684	12497.19881
5604	9255.453644	12495.32253
5605	9254.608318	12494.00553
5606	9254.235908	12493.4555
5607	9252.305733	12491.02865
5608	9251.516146	12489.77933
5609	9250.237927	12487.77093
5610	9249.994676	12487.27767
5611	9249.181021	12485.86525
5612	9247.408952	12483.71972
5613	9245.898307	12481.6608
5614	9243.936766	12479.19198
5615	9242.885503	12477.68692
5616	9241.726443	12476.09704
5617	9240.53306	12474.18613
5618	9240.400448	12474.00956
5619	9239.893464	12472.86225
5620	9239.383214	12471.70426
5621	9239.19212	12471.44409
5622	9238.966183	12471.18736
5623	9238.597844	12470.50686
5624	9237.438438	12468.61076
5625	9236.133597	12466.6748
5626	9235.391718	12465.28907
5627	9234.244618	12463.28231
5628	9233.768311	12462.71333
5629	9233.554781	12462.42145
5630	9232.883337	12461.21712
5631	9231.205122	12459.07499
5632	9230.776752	12458.54455
5633	9230.022611	12457.02235
5634	9229.785959	12456.74105
5635	9228.07774	12454.503
5636	9227.153154	12452.76823
5637	9226.310617	12451.37059
5638	9225.352551	12449.64123
5639	9223.938803	12447.27884
5640	9223.359004	12446.4003
5641	9221.460883	12443.2428
5642	9219.714615	12441.07583
5643	9219.44429	12440.74593
5644	9218.862696	12439.686
5645	9218.732192	12439.49481
5646	9217.364968	12437.3211
5647	9216.721052	12436.12027
5648	9216.270775	12435.02472
5649	9215.330966	12433.93011
5650	9214.509311	12432.75851
5651	9213.405953	12431.14771
5652	9213.055978	12430.69471
5653	9211.485789	12427.96829
5654	9210.379681	12426.36736
5655	9209.196181	12424.7089
5656	9207.577722	12422.66204
5657	9206.976687	12421.69615
5658	9205.630999	12419.81675
5659	9205.459223	12419.4387
5660	9204.377261	12417.86521
5661	9203.05043	12416.09189
5662	9202.426875	12415.25312
5663	9200.664306	12412.94347
5664	9200.484368	12412.72407
5665	9199.493451	12411.48129
5666	9198.872143	12410.30905
5667	9197.468218	12408.21947
5668	9197.243285	12407.93981
5669	9196.887495	12407.288
5670	9194.828398	12404.73893
5671	9194.314231	12403.74146
5672	9194.117642	12403.4943
5673	9193.550403	12402.51499
5674	9192.771707	12401.48917
5675	9192.063573	12400.15784
5676	9190.961072	12398.46478
5677	9189.46507	12396.35469
5678	9187.964012	12394.09704
5679	9187.077411	12392.67378
5680	9185.696823	12391.13708
5681	9185.444487	12390.66779
5682	9183.790723	12388.57158
5683	9182.988698	12387.33035
5684	9181.533658	12385.37785
5685	9180.679826	12384.10625
5686	9179.506178	12382.36615
5687	9178.407849	12380.84525
5688	9176.619954	12378.5511
5689	9174.81843	12376.15662
5690	9174.524441	12375.76292
5691	9173.941075	12374.84776
5692	9173.707167	12374.57217
5693	9173.084099	12373.41046
5694	9171.594911	12371.51175
5695	9171.399158	12371.2666
5696	9170.864335	12370.15438
5697	9169.858569	12368.65926
5698	9169.022792	12367.34692
5699	9168.810323	12367.10243
5700	9168.601819	12366.5397
5701	9168.428199	12366.33958
5702	9166.576262	12363.99849
5703	9165.954384	12363.26929
5704	9165.583915	12362.32239
5705	9164.575475	12360.71386
5706	9164.35793	12360.2452
5707	9163.124553	12358.52131
5708	9162.393528	12357.07245
5709	9161.26553	12355.38579
5710	9160.815367	12354.31971
5711	9159.556707	12352.81107
5712	9159.023745	12351.70493
5713	9157.91508	12349.83706
5714	9157.585529	12349.44106
5715	9157.52313	12349.06214
5716	9157.34085	12348.83051
5717	9156.413147	12347.43225
5718	9155.286516	12345.47485
5719	9153.945625	12343.57789
5720	9153.70787	12343.31383
5721	9153.469841	12343.02728
5722	9153.030612	12342.2906
5723	9151.556937	12340.23013
5724	9150.204502	12338.36443
5725	9149.083831	12336.93408
5726	9148.088421	12335.01236
5727	9146.888798	12333.35668
5728	9144.677342	12330.51031
5729	9144.428232	12329.90944
5730	9144.039337	12328.87252
5731	9142.836721	12327.10827
5732	9142.451083	12326.49794
5733	9141.217882	12324.77027
5734	9140.547346	12323.25516
5735	9140.231395	12322.90448
5736	9139.878713	12322.47446
5737	9139.434242	12321.83001
5738	9139.078187	12321.34438
5739	9138.360294	12320.08449
5740	9137.217037	12318.27263
5741	9135.331965	12316.24426
5742	9133.430302	12313.87622
5743	9132.171343	12312.69665
5744	9130.508674	12310.57787
5745	9129.885478	12309.32842
5746	9128.815615	12307.7241
5747	9127.930352	12306.41624
5748	9127.429061	12305.50963
5749	9126.055148	12303.44357
5750	9124.975433	12302.03643
5751	9124.82945	12301.84896
5752	9124.641651	12301.50114
5753	9123.613187	12300.04125
5754	9123.288219	12299.35425
5755	9122.352074	12297.77012
5756	9120.952477	12295.71122
5757	9119.513361	12293.58784
5758	9118.35958	12291.20311
5759	9117.401574	12289.34698
5760	9116.154153	12287.28625
5761	9116.009431	12287.09018
5762	9114.21886	12284.80579
5763	9113.807492	12284.26958
5764	9112.988576	12283.01755
5765	9111.706056	12280.98144
5766	9111.088012	12279.84377
5767	9108.624241	12276.50348
5768	9107.696271	12274.85303
5769	9106.236709	12273.48612
5770	9105.509834	12272.30693
5771	9104.869406	12271.11944
5772	9104.457532	12270.16934
5773	9104.111912	12269.5294
5774	9103.20508	12268.31306
5775	9102.986367	12267.69301
5776	9101.174944	12265.81862
5777	9100.440422	12264.02399
5778	9099.385503	12262.18432
5779	9098.061388	12260.49518
5780	9096.745118	12258.52331
5781	9095.783489	12256.88051
5782	9095.443659	12256.11083
5783	9094.119773	12254.134
5784	9093.301358	12252.87767
5785	9092.788487	12252.0231
5786	9092.081702	12250.42103
5787	9090.330876	12248.00719
5788	9088.970736	12246.02378
5789	9088.771138	12245.52514
5790	9088.486527	12244.96893
5791	9087.151251	12243.0992
5792	9086.96885	12242.86024
5793	9086.786721	12242.62199
5794	9085.236729	12240.27042
5795	9083.430247	12237.69618
5796	9083.155003	12236.97616
5797	9082.562155	12235.74217
5798	9081.66175	12234.15266
5799	9080.608381	12232.67015
5800	9080.132761	12231.61544
5801	9079.435142	12230.54292
5802	9079.120872	12230.11901
5803	9078.349744	12228.98565
5804	9077.681037	12228.11501
5805	9076.633824	12226.3097
5806	9075.120291	12224.20657
5807	9074.295827	12222.9322
5808	9073.665576	12221.65057
5809	9073.085206	12220.44896
5810	9071.350068	12218.36758
5811	9070.590718	12217.02247
5812	9070.081753	12216.17839
5813	9069.896363	12215.97809
5814	9068.435197	12213.75378
5815	9066.773921	12211.46687
5816	9066.609257	12211.03793
5817	9065.092715	12208.86296
5818	9064.467222	12207.58857
5819	9063.069655	12205.79598
5820	9061.32757	12203.18789
5821	9060.258652	12201.89789
5822	9059.619212	12200.62399
5823	9059.417923	12200.35268
5824	9058.767535	12199.03181
5825	9058.500222	12198.4185
5826	9057.286429	12196.58571
5827	9056.95718	12195.9087
5828	9056.803105	12195.65602
5829	9055.677847	12193.85364
5830	9054.798015	12192.6774
5831	9054.219905	12191.3434
5832	9053.132198	12189.54137
5833	9052.301094	12188.10678
5834	9051.834974	12187.11559
5835	9050.937099	12185.2031
5836	9050.326149	12184.20106
5837	9049.067561	12182.02168
5838	9048.466576	12180.71324
5839	9047.581402	12179.13938
5840	9046.41533	12177.42588
5841	9045.803266	12176.331
5842	9044.194271	12173.93223
5843	9043.789342	12173.25237
5844	9043.38554	12172.26452
5845	9042.541138	12171.25211
5846	9042.267265	12170.89597
5847	9040.561714	12168.56122
5848	9039.462011	12166.64617
5849	9039.245881	12166.31011
5850	9037.740337	12164.34136
5851	9036.753747	12163.15265
5852	9034.934131	12160.83164
5853	9033.441661	12158.5469
5854	9032.639505	12157.51725
5855	9031.884757	12156.54416
5856	9030.825259	12154.90859
5857	9029.631292	12152.94651
5858	9027.892644	12150.8932
5859	9027.676567	12150.54071
5860	9026.451687	12148.96583
5861	9025.548237	12147.49784
5862	9023.679531	12145.18537
5863	9023.403676	12144.65503
5864	9022.163944	12143.10523
5865	9021.117956	12141.28321
5866	9019.224076	12138.79456
5867	9018.472314	12137.65119
5868	9018.000855	12136.60166
5869	9016.768576	12135.0724
5870	9016.218326	12134.27118
5871	9014.589437	12131.93106
5872	9013.29663	12129.96918
5873	9012.042755	12128.41713
5874	9010.495069	12125.97723
5875	9009.765879	12124.85553
5876	9009.646693	12124.64378
5877	9009.306654	12124.21821
5878	9009.164208	12124.03675
5879	9007.281732	12121.3525
5880	9006.164584	12119.82931
5881	9005.492508	12119.10642
5882	9005.128391	12118.40105
5883	9004.975472	12118.21131
5884	9003.681497	12116.33942
5885	9003.345481	12115.71171
5886	9002.904615	12115.17402
5887	9002.204913	12113.90262
5888	9001.220503	12112.55546
5889	8999.960535	12110.55039
5890	8999.250982	12109.50723
5891	8998.474467	12107.87867
5892	8997.921769	12106.8079
5893	8996.810894	12105.19358
5894	8995.286805	12103.40617
5895	8994.540472	12102.13229
5896	8993.374039	12100.69892
5897	8992.241578	12098.9882
5898	8991.18642	12097.48671
5899	8990.383451	12095.90384
